0.000000000000000000e+00,-6.870361458237657323e+06,-1.221648760180465411e+06,1.206646228442704160e+04,-1.668231825236640873e+02,1.012147170207618615e+03,7.487925617584307474e+03,6.978139999999997206e+06,2.487851160985756224e-16,9.779999999999999716e+01,0.000000000000000000e+00,1.900961999999999819e+02,9.999999999999377442e-02,1.715775933366608797e+03,6.978139069022314623e+06,-3.170031124707346862e+03,1.537289853263759596e+03,3.023465771228075027e+00,7.487563562141149305e+03
1.000000000000000000e+01,-6.871626695454280823e+06,-1.211455833942205179e+06,8.694354678465216421e+04,-8.622178713909754322e+01,1.026418149283539151e+03,7.487344890487272096e+03,6.978140000000001863e+06,1.940054672321546289e-17,9.779999999999999716e+01,0.000000000000000000e+00,1.900961999999999819e+02,7.205574628474668009e-01,1.708809370608723839e+04,6.977750665236596018e+06,7.170432653449740610e+04,1.537123430376159376e+03,-8.070342653430998325e+01,7.487161583061344572e+03
2.000000000000000000e+01,-6.872085860265936702e+06,-1.201120798541031079e+06,1.618104324197207461e+05,-5.610277555043897024e+00,1.040568724940827451e+03,7.485885864500151911e+03,6.978139999999296851e+06,4.657822781648615079e-14,9.779999999999999716e+01,0.000000000000000000e+00,1.900961999999999819e+02,1.341114925694736337e+00,3.245723922004647102e+04,6.976525033446736634e+06,1.465702729339308862e+05,1.536655410694329476e+03,-1.644204322285950184e+02,7.485881326644477667e+03
3.000000000000000000e+01,-6.871738898810178973e+06,-1.190644866322548827e+06,2.366583369705925288e+05,7.500189013956565987e+01,1.054597237253964295e+03,7.483548710773186031e+03,6.978139999997122213e+06,1.958862124262059837e-13,9.779999999999999716e+01,0.000000000000000000e+00,1.900961999999999819e+02,1.961672388541624290e+00,4.782019685418965673e+04,6.974462323598306626e+06,2.214190259652891837e+05,1.535885871582358959e+03,-2.481173356585204601e+02,7.483722943076165393e+03
4.000000000000000000e+01,-6.870585851789237931e+06,-1.180029266160592670e+06,3.114784804450401571e+05,1.556052597786332683e+02,1.068502040615988108e+03,7.480333703464752034e+03,6.978139999997466803e+06,1.826014419301075598e-13,9.779999999999999716e+01,0.000000000000000000e+00,1.900961999999999819e+02,2.582229851389275410e+00,6.317395200402792398e+04,6.971562787784563377e+06,2.962418055373742245e+05,1.534814939068346575e+03,-3.317839236436411738e+02,7.480686685544905231e+03
5.000000000000000000e+01,-6.868626854458812624e+06,-1.169275243312018458e+06,3.862620861069573439e+05,2.361903762278558645e+02,1.082281503931561019e+03,7.476241219709774668e+03,6.978139999997035600e+06,2.088445658604626430e-13,9.779999999999999716e+01,0.000000000000000000e+00,1.900961999999999819e+02,3.202787314236799521e+00,7.851549158091552090e+04,6.967826780208684504e+06,3.710298346054270514e+05,1.533442790658547892e+03,-4.154099867977201939e+02,7.476772910217929166e+03
6.000000000000000000e+01,-6.865862136616105214e+06,-1.158384059271267848e+06,4.610003815062852809e+05,3.167477864941488974e+02,1.095934010808292669e+03,7.471271739575046922e+03,6.978139999992343597e+06,4.955563435418783191e-13,9.779999999999999716e+01,0.000000000000000000e+00,1.900961999999999819e+02,3.823344777083992341e+00,9.384180451424173953e+04,6.963254757143758237e+06,4.457743402010813588e+05,1.531769652527204016e+03,-4.989853207282722565e+02,7.471982076198911273e+03
7.000000000000000000e+01,-6.862292022575194016e+06,-1.147356991622776492e+06,5.356845995082823792e+05,3.972680408346752756e+02,1.109457959746344841e+03,7.465425846002668550e+03,6.978139999984044582e+06,1.008080738571982356e-12,9.779999999999999716e+01,0.000000000000000000e+00,1.900961999999999819e+02,4.443902239931643905e+00,1.091498822513017367e+05,6.957847276878565550e+06,5.204665544616894913e+05,1.529795801869855495e+03,-5.824997273515911047e+02,7.466314745475305244e+03
8.000000000000000000e+01,-6.857916931129020639e+06,-1.136195333891111193e+06,6.103059793219420826e+05,4.777416938653323655e+02,1.122851764326290549e+03,7.458704224741662074e+03,6.978139999977004714e+06,1.438759738877675238e-12,9.779999999999999716e+01,0.000000000000000000e+00,1.900961999999999819e+02,5.064459702780567341e+00,1.244367192567575694e+05,6.951604999648383819e+06,5.950977156588250073e+05,1.527521564869995927e+03,-6.659430161286145449e+02,7.459771582848974504e+03
9.000000000000000000e+01,-6.852737375498818234e+06,-1.124900395388998091e+06,6.848557675275255460e+05,5.581593056686257341e+02,1.136113853395212573e+03,7.451107664267693508e+03,6.978139999977668747e+06,1.379846429303889570e-12,9.779999999999999716e+01,0.000000000000000000e+00,1.900961999999999819e+02,5.685017165630482872e+00,1.396993135133905453e+05,6.944528687551648356e+06,6.696590692259282805e+05,1.524947318636055570e+03,-7.493050053482876365e+02,7.452353355862782337e+03
